case Id,activity,timestamp
133_79,Appraise property,63705118192
133_79,Added 2,63705118657
133_79,Check credit history,63705119046
133_79,Assess loan risk,63705179284
133_79,Assess eligibility,63705181120
133_79,Prepare acceptance pack,63705181233
133_79,Check if home insurance quote is requested,63705183319
133_79,Send home insurance quote,63705183499
133_79,Verify repayment agreement,63705185750
133_79,Approve application,63705186588
133_79,Loan application approved,63705186588
154_80,Loan application received,63706665600
154_80,Check application form completeness,63706669503
154_80,Check credit history,63706669563
154_80,Assess loan risk,63706670871
154_80,Appraise property,63706672603
154_80,Added 2,63706674433
154_80,Assess eligibility,63706675065
154_80,Reject application,63706734031
154_80,Loan application rejected,63706734031
175_81,Loan application received,63708042600
175_81,Check application form completeness,63708043960
175_81,Appraise property,63708046358
175_81,Check credit history,63708046574
175_81,Assess loan risk,63708047561
175_81,Added1,63708048946
175_81,Assess eligibility,63708049843
175_81,Prepare acceptance pack,63708050135
175_81,Check if home insurance quote is requested,63708050479
175_81,Send acceptance pack,63708051111
175_81,Verify repayment agreement,63708051876
175_81,Approve application,63708055407
175_81,Loan application approved,63708055407
196_82,Loan application received,63709419600
196_82,Check application form completeness,63709419620
196_82,Appraise property,63709421508
196_82,Check credit history,63709422100
196_82,Added 2,63709422883
196_82,Assess loan risk,63709423977
196_82,Assess eligibility,63709424870
196_82,Reject application,63709426537
196_82,Loan application rejected,63709426537
131_83,Loan application received,63705025800
131_83,Check application form completeness,63705030014
131_83,Check credit history,63705030564
131_83,Appraise property,63705031317
131_83,Added1,63705031557
131_83,Assess loan risk,63705032324
131_83,Assess eligibility,63705033840
131_83,Reject application,63705095312
131_83,Loan application rejected,63705095312
139_84,Loan application received,63705616200
139_84,Check application form completeness,63705618515
139_84,Check credit history,63705619702
139_84,Assess loan risk,63705619791
139_84,Appraise property,63705620476
139_84,Added1,63705627678
139_84,Assess eligibility,63705629011
139_84,Reject application,63705629949
139_84,Loan application rejected,63705629949
68_85,Loan application received,63700779600
68_85,Check application form completeness,63700781620
68_85,Check credit history,63700783728
68_85,Appraise property,63700784325
68_85,Assess loan risk,63700784817
68_85,Added 2,63700787340
68_85,Assess eligibility,63700787877
68_85,Reject application,63700788083
68_85,Loan application rejected,63700788083
110_86,Loan application received,63703648800
110_86,Check application form completeness,63703650739
110_86,Appraise property,63703651143
110_86,Check credit history,63703710864
110_86,Assess loan risk,63703711445
110_86,Added1,63703712224
110_86,Assess eligibility,63703717401
110_86,Prepare acceptance pack,63703717550
110_86,Check if home insurance quote is requested,63703717801
110_86,Send acceptance pack,63703718044
110_86,Verify repayment agreement,63703718890
110_86,Approve application,63703720020
110_86,Loan application approved,63703720020
118_87,Loan application received,63704239200
118_87,Check application form completeness,63704243611
118_87,Appraise property,63704244445
118_87,Added 2,63704244648
118_87,Check credit history,63704249557
118_87,Assess loan risk,63704251052
118_87,Assess eligibility,63704253839
118_87,Reject application,63704254040
118_87,Loan application rejected,63704254040
89_88,Loan application received,63702156600
89_88,Check application form completeness,63702157744
89_88,Appraise property,63702158097
89_88,Check credit history,63702159028
89_88,Added 2,63702159174
89_88,Assess loan risk,63702168849
89_88,Assess eligibility,63702169893
89_88,Reject application,63702171867
89_88,Loan application rejected,63702171867
231_89,Loan application received,63711772200
231_89,Check application form completeness,63711772405
231_89,Check credit history,63711831798
231_89,Appraise property,63711832145
231_89,Assess loan risk,63711833010
231_89,Added 2,63711833038
231_89,Assess eligibility,63711837853
231_89,Prepare acceptance pack,63711838841
231_89,Check if home insurance quote is requested,63711840935
231_89,Send home insurance quote,63711843528
231_89,Verify repayment agreement,63711851324
231_89,Cancel application,63711852857
231_89,Loan application canceled,63711852857
24_90,Loan application received,63697762800
24_90,Check application form completeness,63697763573
24_90,Appraise property,63697763870
24_90,Check credit history,63697764137
24_90,Assess loan risk,63697764878
24_90,Added 2,63697767649
24_90,Assess eligibility,63697769511
24_90,Prepare acceptance pack,63697770131
24_90,Check if home insurance quote is requested,63697770338
24_90,Send home insurance quote,63697772571
24_90,Verify repayment agreement,63697774067
24_90,Cancel application,63697774418
24_90,Loan application canceled,63697774418
210_91,Loan application received,63710452800
210_91,Check application form completeness,63710453596
210_91,Appraise property,63710455868
210_91,Added 2,63710456278
210_91,Check credit history,63710457884
210_91,Assess loan risk,63710460695
210_91,Assess eligibility,63710461591
210_91,Reject application,63710462975
210_91,Loan application rejected,63710462975
87_92,Loan application received,63702009000
87_92,Check application form completeness,63702009443
87_92,Check credit history,63702069118
87_92,Assess loan risk,63702070718
87_92,Appraise property,63702071146
87_92,Added 2,63702072505
87_92,Assess eligibility,63702073038
87_92,Reject application,63702076090
87_92,Loan application rejected,63702076090
45_93,Loan application received,63699139800
45_93,Check application form completeness,63699140883
45_93,Check credit history,63699141047
45_93,Assess loan risk,63699141165
45_93,Appraise property,63699143422
45_93,Added 2,63699144828
45_93,Assess eligibility,63699144937
45_93,Prepare acceptance pack,63699148547
45_93,Check if home insurance quote is requested,63699148774
45_93,Send acceptance pack,63699149243
45_93,Verify repayment agreement,63699152427
45_93,Approve application,63699152518
45_93,Loan application approved,63699152518
66_94,Loan application received,63700689600
66_94,Check application form completeness,63700693361
66_94,Check credit history,63700693404
66_94,Appraise property,63700693822
66_94,Added 2,63700694263
66_94,Assess loan risk,63700696400
66_94,Assess eligibility,63700696964
66_94,Reject application,63700700280
66_94,Loan application rejected,63700700280
85_95,Loan application received,63701919000
85_95,Check application form completeness,63701919343
85_95,Appraise property,63701919801
85_95,Added 2,63701920559
85_95,Check credit history,63701920778
85_95,Assess loan risk,63701921696
85_95,Assess eligibility,63701922335
85_95,Prepare acceptance pack,63701924186
85_95,Check if home insurance quote is requested,63701982507
85_95,Send acceptance pack,63701986567
85_95,Verify repayment agreement,63701987914
85_95,Approve application,63701990299
85_95,Loan application approved,63701990299
43_96,Loan application received,63699049800
43_96,Check application form completeness,63699052201
43_96,Appraise property,63699052486
43_96,Added1,63699052671
43_96,Check credit history,63699053119
43_96,Assess loan risk,63699054032
43_96,Assess eligibility,63699054581
43_96,Prepare acceptance pack,63699056200
43_96,Check if home insurance quote is requested,63699056933
43_96,Send acceptance pack,63699057000
43_96,Verify repayment agreement,63699059578
43_96,Approve application,63699059974
43_96,Loan application approved,63699059974
20_97,Loan application received,63697582800
20_97,Check application form completeness,63697585028
20_97,Appraise property,63697586348
20_97,Added1,63697586595
20_97,Check credit history,63697592321
20_97,Assess loan risk,63697593598
20_97,Assess eligibility,63697594543
20_97,Reject application,63697595339
20_97,Loan application rejected,63697595339
22_98,Loan application received,63697672800
22_98,Check application form completeness,63697675243
22_98,Appraise property,63697677332
22_98,Check credit history,63697680929
22_98,Added 2,63697681100
22_98,Assess loan risk,63697682137
22_98,Assess eligibility,63697683108
22_98,Reject application,63697683197
22_98,Loan application rejected,63697683197
135_99,Loan application received,63705205800
135_99,Check application form completeness,63705438553
135_99,Check credit history,63705438679
135_99,Assess loan risk,63705439124
135_99,Appraise property,63705441136
135_99,Added1,63705442547
135_99,Assess eligibility,63705444342
135_99,Reject application,63705445331
135_99,Loan application rejected,63705445331
64_100,Loan application received,63700369200
64_100,Check application form completeness,63700599829
64_100,Check credit history,63700601361
64_100,Appraise property,63700601734
64_100,Added 2,63700602904
64_100,Assess loan risk,63700606826
64_100,Assess eligibility,63700607410
64_100,Prepare acceptance pack,63700607835
64_100,Check if home insurance quote is requested,63700610477
64_100,Send home insurance quote,63700613258
64_100,Verify repayment agreement,63700614297
64_100,Cancel application,63700614531
64_100,Loan application canceled,63700614531
114_101,Loan application received,63703886400
114_101,Check application form completeness,63703886728
114_101,Appraise property,63703887608
114_101,Check credit history,63703888199
114_101,Added 2,63703888401
114_101,Assess loan risk,63703890191
114_101,Assess eligibility,63703891174
114_101,Prepare acceptance pack,63703891581
114_101,Check if home insurance quote is requested,63703892722
114_101,Send acceptance pack,63703893292
114_101,Verify repayment agreement,63703896689
114_101,Approve application,63703897538
114_101,Loan application approved,63703897538
218_102,Loan application received,63710985600
218_102,Check application form completeness,63710991051
218_102,Appraise property,63710991819
218_102,Added1,63710992003
218_102,Check credit history,63710993064
218_102,Assess loan risk,63711054849
218_102,Assess eligibility,63711056048
218_102,Reject application,63711056687
218_102,Loan application rejected,63711056687
217_103,Loan application received,63710969400
217_103,Check application form completeness,63710970981
217_103,Check credit history,63710972184
217_103,Appraise property,63710972579
217_103,Assess loan risk,63710973332
217_103,Added1,63710979101
217_103,Assess eligibility,63710980702
217_103,Prepare acceptance pack,63710980716
217_103,Check if home insurance quote is requested,63710983497
217_103,Send acceptance pack,63710990273
217_103,Verify repayment agreement,63710994412
217_103,Cancel application,63711054861
217_103,Loan application canceled,63711054861
25_104,Loan application received,63697836600
25_104,Check application form completeness,63697837582
25_104,Appraise property,63697838120
25_104,Added1,63697839802
25_104,Check credit history,63697846776
25_104,Assess loan risk,63697849683
25_104,Assess eligibility,63697854000
25_104,Reject application,63697858527
25_104,Loan application rejected,63697858527
211_105,Loan application received,63710469000
211_105,Check application form completeness,63710469017
211_105,Check credit history,63710469462
211_105,Assess loan risk,63710470049
211_105,Appraise property,63710474851
211_105,Added 2,63710475540
211_105,Assess eligibility,63710476177
211_105,Reject application,63710476740
211_105,Loan application rejected,63710476740
219_106,Loan application received,63711059400
219_106,Check application form completeness,63711059468
219_106,Appraise property,63711062641
219_106,Added1,63711063226
219_106,Check credit history,63711066158
219_106,Assess loan risk,63711066351
219_106,Assess eligibility,63711070221
219_106,Reject application,63711070298
219_106,Loan application rejected,63711070298
182_107,Loan application received,63708559200
182_107,Check application form completeness,63708560404
182_107,Appraise property,63708560735
182_107,Check credit history,63708561025
182_107,Assess loan risk,63708562089
182_107,Added1,63708562404
182_107,Assess eligibility,63708563604
182_107,Reject application,63708565168
182_107,Loan application rejected,63708565168
181_108,Loan application received,63708485400
181_108,Check application form completeness,63708486571
181_108,Appraise property,63708490610
181_108,Added1,63708548852
181_108,Check credit history,63708549052
181_108,Assess loan risk,63708552063
181_108,Assess eligibility,63708556541
181_108,Prepare acceptance pack,63708557017
181_108,Check if home insurance quote is requested,63708557279
181_108,Send acceptance pack,63708558273
181_108,Verify repayment agreement,63708561266
181_108,Approve application,63708563374
181_108,Loan application approved,63708563374
183_109,Loan application received,63708575400
183_109,Check application form completeness,63708635755
183_109,Check credit history,63708636302
183_109,Appraise property,63708636561
183_109,Assess loan risk,63708636674
183_109,Added 2,63708636705
183_109,Assess eligibility,63708639129
183_109,Prepare acceptance pack,63708640661
183_109,Check if home insurance quote is requested,63708641558
183_109,Send home insurance quote,63708642410
183_109,Verify repayment agreement,63708643182
183_109,Approve application,63708643365
183_109,Loan application approved,63708643365
26_110,Loan application received,63697852800
26_110,Check application form completeness,63697853045
26_110,Appraise property,63697853742
26_110,Check credit history,63697855534
26_110,Added 2,63697855758
26_110,Assess loan risk,63697855786
26_110,Assess eligibility,63697859202
26_110,Reject application,63697860845
26_110,Loan application rejected,63697860845
212_111,Loan application received,63710542800
212_111,Check application form completeness,63710544660
212_111,Appraise property,63710544717
212_111,Added 2,63710545718
212_111,Check credit history,63710547010
212_111,Assess loan risk,63710548606
212_111,Assess eligibility,63710549734
212_111,Prepare acceptance pack,63710552798
212_111,Check if home insurance quote is requested,63710553079
212_111,Send acceptance pack,63710553509
212_111,Verify repayment agreement,63710556064
212_111,Cancel application,63710559232
212_111,Loan application canceled,63710559232
180_112,Loan application received,63708469200
180_112,Check application form completeness,63708469916
180_112,Check credit history,63708469991
180_112,Appraise property,63708472370
180_112,Added 2,63708472395
180_112,Assess loan risk,63708474647
180_112,Assess eligibility,63708477025
180_112,Prepare acceptance pack,63708477138
180_112,Check if home insurance quote is requested,63708477240
180_112,Send acceptance pack,63708481914
180_112,Verify repayment agreement,63708482313
180_112,Cancel application,63708488313
180_112,Loan application canceled,63708488313
184_113,Loan application received,63708649200
184_113,Check application form completeness,63708650615
184_113,Appraise property,63708652196
184_113,Added 2,63708652744
184_113,Check credit history,63708655425
184_113,Assess loan risk,63708656282
184_113,Assess eligibility,63708658098
184_113,Prepare acceptance pack,63708661398
184_113,Check if home insurance quote is requested,63708721461
184_113,Send home insurance quote,63708722457
184_113,Verify repayment agreement,63708727072
184_113,Approve application,63708731408
184_113,Loan application approved,63708731408
27_114,Loan application received,63697926600
27_114,Check application form completeness,63697926755
27_114,Appraise property,63697927127
27_114,Added1,63697927389
27_114,Check credit history,63697928450
27_114,Assess loan risk,63697929082
27_114,Assess eligibility,63697929250
27_114,Reject application,63697929685
27_114,Loan application rejected,63697929685
213_115,Loan application received,63710559000
213_115,Check application form completeness,63710560536
213_115,Check credit history,63710561107
213_115,Assess loan risk,63710561115
213_115,Appraise property,63710563497
213_115,Added1,63710623985
213_115,Assess eligibility,63710624493
213_115,Reject application,63710626221
213_115,Loan application rejected,63710626221
29_116,Loan application received,63698189400
29_116,Check application form completeness,63698190127
29_116,Check credit history,63698190208
29_116,Appraise property,63698190280
29_116,Assess loan risk,63698190374
29_116,Added1,63698193196
29_116,Assess eligibility,63698196517
29_116,Prepare acceptance pack,63698197372
29_116,Check if home insurance quote is requested,63698199222
29_116,Send home insurance quote,63698201195
29_116,Verify repayment agreement,63698205476
29_116,Approve application,63698208155
29_116,Loan application approved,63698208155
28_117,Loan application received,63697942800
28_117,Check application form completeness,63697943542
28_117,Appraise property,63697944654
28_117,Check credit history,63697944975
28_117,Assess loan risk,63697945787
28_117,Added 2,63697946665
28_117,Assess eligibility,63697947124
28_117,Reject application,63697947185
28_117,Loan application rejected,63697947185
214_118,Loan application received,63710632800
214_118,Check application form completeness,63710633251
214_118,Check credit history,63710633705
214_118,Appraise property,63710634657
214_118,Assess loan risk,63710635150
214_118,Added1,63710636959
214_118,Assess eligibility,63710638219
214_118,Prepare acceptance pack,63710638472
214_118,Check if home insurance quote is requested,63710639799
214_118,Send home insurance quote,63710640590
214_118,Verify repayment agreement,63710641004
214_118,Cancel application,63710641292
214_118,Loan application canceled,63710641292
216_119,Loan application received,63710895600
216_119,Check application form completeness,63710896065
216_119,Appraise property,63710897168
216_119,Check credit history,63710897552
216_119,Added1,63710897651
216_119,Assess loan risk,63710900754
216_119,Assess eligibility,63710907560
216_119,Reject application,63710909397
216_119,Loan application rejected,63710909397
215_120,Loan application received,63710649000
215_120,Check application form completeness,63710650623
215_120,Check credit history,63710881925
215_120,Appraise property,63710882920
215_120,Added1,63710883715
215_120,Assess loan risk,63710884891
215_120,Assess eligibility,63710884922
215_120,Reject application,63710885274
215_120,Loan application rejected,63710885274
7_121,Loan application received,63696565800
7_121,Check application form completeness,63696566115
7_121,Appraise property,63696567312
7_121,Check credit history,63696626751
7_121,Assess loan risk,63696627669
7_121,Added1,63696629618
7_121,Assess eligibility,63696631632
7_121,Prepare acceptance pack,63696631680
7_121,Check if home insurance quote is requested,63696632606
7_121,Send home insurance quote,63696634825
7_121,Verify repayment agreement,63696635624
7_121,Cancel application,63696638214
7_121,Loan application canceled,63696638214
6_122,Loan application received,63696549600
6_122,Check application form completeness,63696551847
6_122,Check credit history,63696552886
6_122,Assess loan risk,63696553330
6_122,Appraise property,63696555004
6_122,Added 2,63696557476
6_122,Assess eligibility,63696558148
6_122,Reject application,63696559291
6_122,Loan application rejected,63696559291
8_123,Loan application received,63696639600
8_123,Check application form completeness,63696639697
8_123,Appraise property,63696639922
8_123,Added1,63696640415
8_123,Check credit history,63696641219
8_123,Assess loan risk,63696643379
8_123,Assess eligibility,63696645089
8_123,Reject application,63696653599
8_123,Loan application rejected,63696653599
9_124,Loan application received,63696713400
9_124,Check application form completeness,63696713582
9_124,Check credit history,63696714065
9_124,Assess loan risk,63696714193
9_124,Appraise property,63696716637
9_124,Added1,63696720984
9_124,Assess eligibility,63696721247
9_124,Reject application,63696721956
9_124,Loan application rejected,63696721956
229_125,Loan application received,63711682200
229_125,Check application form completeness,63711682955
229_125,Appraise property,63711683858
229_125,Added1,63711685476
229_125,Check credit history,63711746100
229_125,Assess loan risk,63711746597
229_125,Assess eligibility,63711747347
229_125,Reject application,63711750218
229_125,Loan application rejected,63711750218
91_126,Loan application received,63702419400
91_126,Check application form completeness,63702422323
91_126,Appraise property,63702422475
91_126,Added1,63702423645
91_126,Check credit history,63702425245
91_126,Assess loan risk,63702431642
91_126,Assess eligibility,63702435418
91_126,Prepare acceptance pack,63702437498
91_126,Check if home insurance quote is requested,63702437530
91_126,Send acceptance pack,63702440900
91_126,Verify repayment agreement,63702500460
91_126,Approve application,63702500811
91_126,Loan application approved,63702500811
92_127,Loan application received,63702435600
92_127,Check application form completeness,63702437141
92_127,Check credit history,63702438345
92_127,Appraise property,63702438552
92_127,Assess loan risk,63702438602
92_127,Added 2,63702438754
92_127,Assess eligibility,63702501642
92_127,Reject application,63702501791
92_127,Loan application rejected,63702501791
0_128,Loan application received,63696106800
0_128,Check application form completeness,63696107157
0_128,Check credit history,63696107389
0_128,Appraise property,63696107418
0_128,Assess loan risk,63696107783
0_128,Added1,63696111299
0_128,Assess eligibility,63696113127
0_128,Reject application,63696114538
0_128,Loan application rejected,63696114538
207_129,Loan application received,63710289000
207_129,Check application form completeness,63710289852
207_129,Appraise property,63710290746
207_129,Added1,63710291041
207_129,Check credit history,63710292189
207_129,Assess loan risk,63710294058
207_129,Assess eligibility,63710294828
207_129,Reject application,63710295998
207_129,Loan application rejected,63710295998
209_130,Loan application received,63710379000
209_130,Check application form completeness,63710384506
209_130,Check credit history,63710384874
209_130,Assess loan risk,63710385303
209_130,Appraise property,63710387887
209_130,Added 2,63710388255
209_130,Assess eligibility,63710457497
209_130,Reject application,63710459499
209_130,Loan application rejected,63710459499
30_131,Loan application received,63698205600
30_131,Check application form completeness,63698206189
30_131,Check credit history,63698207873
30_131,Appraise property,63698208187
30_131,Added 2,63698209086
30_131,Assess loan risk,63698268863
30_131,Assess eligibility,63698270979
30_131,Reject application,63698277664
30_131,Loan application rejected,63698277664
227_132,Loan application received,63711592200
227_132,Check application form completeness,63711592343
227_132,Check credit history,63711592521
227_132,Assess loan risk,63711592916
227_132,Appraise property,63711592990
227_132,Added1,63711595023
227_132,Assess eligibility,63711596743
227_132,Prepare acceptance pack,63711598347
227_132,Check if home insurance quote is requested,63711599626
227_132,Send acceptance pack,63711660600
227_132,Verify repayment agreement,63711663666
227_132,Approve application,63711665040
227_132,Loan application approved,63711665040
90_133,Loan application received,63702172800
90_133,Check application form completeness,63702174068
90_133,Appraise property,63702174284
90_133,Check credit history,63702174606
90_133,Added1,63702175020
90_133,Assess loan risk,63702176010
90_133,Assess eligibility,63702176371
90_133,Prepare acceptance pack,63702177516
90_133,Check if home insurance quote is requested,63702178369
90_133,Send home insurance quote,63702182511
90_133,Verify repayment agreement,63702417815
90_133,Approve application,63702418233
90_133,Loan application approved,63702418233
94_134,Loan application received,63702525600
94_134,Check application form completeness,63702527336
94_134,Appraise property,63702527518
94_134,Check credit history,63702528040
94_134,Assess loan risk,63702528472
94_134,Added 2,63702528920
94_134,Assess eligibility,63702586806
94_134,Prepare acceptance pack,63702590626
94_134,Check if home insurance quote is requested,63702591852
94_134,Send acceptance pack,63702592135
94_134,Verify repayment agreement,63702592349
94_134,Cancel application,63702596359
94_134,Loan application canceled,63702596359
228_135,Loan application received,63711666000
228_135,Check application form completeness,63711667935
228_135,Appraise property,63711668116
228_135,Check credit history,63711669654
228_135,Assess loan risk,63711669706
228_135,Added1,63711670623
228_135,Assess eligibility,63711672503
228_135,Prepare acceptance pack,63711673895
228_135,Check if home insurance quote is requested,63711675019
228_135,Send home insurance quote,63711676139
228_135,Verify repayment agreement,63711679490
228_135,Approve application,63711679799
228_135,Loan application approved,63711679799
206_136,Loan application received,63710042400
206_136,Check application form completeness,63710043943
206_136,Check credit history,63710044809
206_136,Appraise property,63710045151
206_136,Added 2,63710278736
206_136,Assess loan risk,63710279767
206_136,Assess eligibility,63710281485
206_136,Reject application,63710289157
206_136,Loan application rejected,63710289157
3_137,Loan application received,63696385800
3_137,Check application form completeness,63696387248
3_137,Appraise property,63696387510
3_137,Added 2,63696387533
3_137,Check credit history,63696390504
3_137,Assess loan risk,63696390720
3_137,Assess eligibility,63696390978
3_137,Reject application,63696391119
3_137,Loan application rejected,63696391119
4_138,Loan application received,63696459600
4_138,Check application form completeness,63696460743
4_138,Appraise property,63696464691
4_138,Added1,63696465230
4_138,Check credit history,63696465605
4_138,Assess loan risk,63696466550
4_138,Assess eligibility,63696467162
4_138,Reject application,63696467799
4_138,Loan application rejected,63696467799
5_139,Loan application received,63696475800
5_139,Check application form completeness,63696478567
5_139,Check credit history,63696479132
5_139,Appraise property,63696480115
5_139,Assess loan risk,63696480211
5_139,Added1,63696539052
5_139,Assess eligibility,63696539940
5_139,Reject application,63696541073
5_139,Loan application rejected,63696541073
93_140,Loan application received,63702509400
93_140,Check application form completeness,63702509409
93_140,Check credit history,63702510731
93_140,Assess loan risk,63702511434
93_140,Appraise property,63702515499
93_140,Added1,63702516516
93_140,Assess eligibility,63702518279
93_140,Prepare acceptance pack,63702520192
93_140,Check if home insurance quote is requested,63702521979
93_140,Send home insurance quote,63702522662
93_140,Verify repayment agreement,63702523283
93_140,Cancel application,63702524239
93_140,Loan application canceled,63702524239
222_141,Loan application received,63711165600
222_141,Check application form completeness,63711167654
222_141,Appraise property,63711167903
222_141,Added 2,63711169151
222_141,Check credit history,63711169177
222_141,Assess loan risk,63711229276
222_141,Assess eligibility,63711229536
222_141,Reject application,63711231121
222_141,Loan application rejected,63711231121
14_142,Loan application received,63697082400
14_142,Check application form completeness,63697144006
14_142,Check credit history,63697145654
14_142,Assess loan risk,63697147530
14_142,Appraise property,63697149583
14_142,Added 2,63697150076
14_142,Assess eligibility,63697152228
14_142,Reject application,63697152525
14_142,Loan application rejected,63697152525
208_143,Loan application received,63710305200
208_143,Check application form completeness,63710363846
208_143,Appraise property,63710364526
208_143,Check credit history,63710364577
208_143,Added 2,63710364844
208_143,Assess loan risk,63710365192
208_143,Assess eligibility,63710366269
208_143,Reject application,63710368962
208_143,Loan application rejected,63710368962
36_144,Loan application received,63698533200
36_144,Check application form completeness,63698536610
36_144,Check credit history,63698538290
36_144,Assess loan risk,63698539252
36_144,Appraise property,63698539874
36_144,Added 2,63698542558
36_144,Assess eligibility,63698544876
36_144,Reject application,63698545047
36_144,Loan application rejected,63698545047
37_145,Loan application received,63698549400
37_145,Check application form completeness,63698551762
37_145,Appraise property,63698552065
37_145,Check credit history,63698552143
37_145,Added 2,63698552354
37_145,Assess loan risk,63698553940
37_145,Assess eligibility,63698554123
37_145,Reject application,63698787721
37_145,Loan application rejected,63698787721
201_146,Loan application received,63709846200
201_146,Check application form completeness,63709848823
201_146,Appraise property,63709849206
201_146,Check credit history,63709849262
201_146,Assess loan risk,63709850531
201_146,Added1,63709851477
201_146,Assess eligibility,63709851859
201_146,Prepare acceptance pack,63709856411
201_146,Check if home insurance quote is requested,63709856952
201_146,Send home insurance quote,63709863292
201_146,Verify repayment agreement,63709863457
201_146,Cancel application,63709864472
201_146,Loan application canceled,63709864472
15_147,Loan application received,63697156200
15_147,Check application form completeness,63697156812
15_147,Check credit history,63697157443
15_147,Assess loan risk,63697159277
15_147,Appraise property,63697160682
15_147,Added1,63697161687
15_147,Assess eligibility,63697163554
15_147,Reject application,63697164164
15_147,Loan application rejected,63697164164
38_148,Loan application received,63698796000
38_148,Check application form completeness,63698797632
38_148,Appraise property,63698798240
38_148,Check credit history,63698800750
38_148,Added 2,63698803660
38_148,Assess loan risk,63698803800
38_148,Assess eligibility,63698804155
38_148,Reject application,63698811606
38_148,Loan application rejected,63698811606
223_149,Loan application received,63711239400
223_149,Check application form completeness,63711239734
223_149,Appraise property,63711239823
223_149,Added 2,63711240860
223_149,Check credit history,63711241117
223_149,Assess loan risk,63711242706
223_149,Assess eligibility,63711242744
223_149,Send acceptance pack,63711249043
223_149,Verify repayment agreement,63711250832
223_149,Cancel application,63711251144
223_149,Loan application canceled,63711251144
224_150,Loan application received,63711255600
224_150,Check application form completeness,63711486824
224_150,Appraise property,63711488553
224_150,Check credit history,63711491122
224_150,Assess loan risk,63711492197
224_150,Added1,63711493422
224_150,Assess eligibility,63711493694
224_150,Prepare acceptance pack,63711498989
224_150,Check if home insurance quote is requested,63711501024
224_150,Send home insurance quote,63711505027
224_150,Verify repayment agreement,63711508308
224_150,Cancel application,63711510658
224_150,Loan application canceled,63711510658
16_151,Loan application received,63697172400
16_151,Check application form completeness,63697230100
16_151,Appraise property,63697230223
16_151,Added 2,63697231813
16_151,Check credit history,63697233863
16_151,Assess loan risk,63697239311
16_151,Assess eligibility,63697240841
16_151,Reject application,63697241894
16_151,Loan application rejected,63697241894
202_152,Loan application received,63709862400
202_152,Check application form completeness,63709865741
202_152,Appraise property,63709866500
202_152,Check credit history,63709867685
202_152,Assess loan risk,63709869164
202_152,Added 2,63709869338
202_152,Assess eligibility,63709872389
202_152,Prepare acceptance pack,63709872676
202_152,Check if home insurance quote is requested,63709933679
202_152,Send home insurance quote,63709933862
202_152,Verify repayment agreement,63709934863
202_152,Cancel application,63709935941
202_152,Loan application canceled,63709935941
225_153,Loan application received,63711502200
225_153,Check application form completeness,63711507356
225_153,Check credit history,63711507604
225_153,Assess loan risk,63711507762
225_153,Appraise property,63711510058
225_153,Added 2,63711512539
225_153,Assess eligibility,63711512892
225_153,Prepare acceptance pack,63711513135
225_153,Check if home insurance quote is requested,63711573633
225_153,Send acceptance pack,63711574419
225_153,Verify repayment agreement,63711575272
225_153,Cancel application,63711577689
225_153,Loan application canceled,63711577689
2_154,Loan application received,63696369600
2_154,Check application form completeness,63696370389
2_154,Appraise property,63696371117
2_154,Check credit history,63696371508
2_154,Added 2,63696371662
2_154,Assess loan risk,63696374592
2_154,Assess eligibility,63696375533
2_154,Reject application,63696376327
2_154,Loan application rejected,63696376327
39_155,Loan application received,63698812200
39_155,Check application form completeness,63698813564
39_155,Appraise property,63698813948
39_155,Check credit history,63698872047
39_155,Added1,63698872143
39_155,Assess loan risk,63698875137
39_155,Assess eligibility,63698875718
39_155,Reject application,63698878114
39_155,Loan application rejected,63698878114
17_156,Loan application received,63697246200
17_156,Check application form completeness,63697246572
17_156,Check credit history,63697251321
17_156,Assess loan risk,63697251569
17_156,Appraise property,63697253262
17_156,Added1,63697256121
17_156,Assess eligibility,63697257479
17_156,Prepare acceptance pack,63697258139
17_156,Check if home insurance quote is requested,63697316582
17_156,Send home insurance quote,63697317929
17_156,Verify repayment agreement,63697318702
17_156,Cancel application,63697324895
17_156,Loan application canceled,63697324895
19_157,Loan application received,63697336200
19_157,Check application form completeness,63697336775
19_157,Appraise property,63697337912
19_157,Check credit history,63697338149
19_157,Assess loan risk,63697338573
19_157,Added 2,63697341185
19_157,Assess eligibility,63697342706
19_157,Reject application,63697344816
19_157,Loan application rejected,63697344816
203_158,Loan application received,63709936200
203_158,Check application form completeness,63709939737
203_158,Check credit history,63709941405
203_158,Assess loan risk,63709941612
203_158,Appraise property,63709948633
203_158,Added 2,63709949146
203_158,Assess eligibility,63709949449
203_158,Prepare acceptance pack,63709950125
203_158,Check if home insurance quote is requested,63709950921
203_158,Send home insurance quote,63709951921
203_158,Verify repayment agreement,63709953455
203_158,Cancel application,63709954455
203_158,Loan application canceled,63709954455
205_159,Loan application received,63710026200
205_159,Check application form completeness,63710027259
205_159,Check credit history,63710028247
205_159,Appraise property,63710028572
205_159,Added 2,63710028732
205_159,Assess loan risk,63710029732
205_159,Assess eligibility,63710034694
205_159,Reject application,63710035511
205_159,Loan application rejected,63710035511
1_160,Loan application received,63696123000
1_160,Check application form completeness,63696124543
1_160,Appraise property,63696126500
1_160,Check credit history,63696126916
1_160,Assess loan risk,63696127182
1_160,Added1,63696127649
1_160,Assess eligibility,63696133599
1_160,Reject application,63696369297
1_160,Loan application rejected,63696369297
